date,category,description,amount
2037-02-04,saude,Restaurante,131.1
2037-02-05,saude,Mercado,340.86
2037-02-06,assinaturas,Restaurante,317.76
2037-02-07,assinaturas,Farmácia,405.74
2037-02-08,lazer,Compra,280.07
2037-02-09,assinaturas,Taxi/Uber,177.98
2037-02-10,transporte,Taxi/Uber,322.73
2037-02-11,lazer,Compra,280.47
2037-02-12,transporte,Farmácia,279.39
2037-02-13,alimentacao,Mercado,383.18
2037-02-14,saude,Assinatura mensal,410.16
2037-02-15,mercado,Farmácia,85.21
2037-02-16,alimentacao,Restaurante,144.75
2037-02-17,saude,Farmácia,294.39
2037-02-18,saude,Taxi/Uber,252.96
2037-02-19,transporte,Taxi/Uber,295.29
2037-02-20,assinaturas,Mercado,197.69
2037-02-21,mercado,Restaurante,188.54
2037-02-22,assinaturas,Mercado,57.36
2037-02-23,assinaturas,Mercado,282.52
2037-02-24,mercado,Compra,83.22
2037-02-25,mercado,Assinatura mensal,303.6
2037-02-26,alimentacao,Assinatura mensal,435.35
2037-02-27,transporte,Restaurante,119.1
2037-02-28,assinaturas,Mercado,68.26
2037-03-01,transporte,Taxi/Uber,15.76
2037-03-02,transporte,Assinatura mensal,173.58
2037-03-03,lazer,Farmácia,100.5
2037-03-04,alimentacao,Compra,223.88
2037-03-05,assinaturas,Taxi/Uber,238.32
2037-03-06,saude,Compra,160.45
2037-03-07,mercado,Farmácia,338.71
2037-03-08,mercado,Assinatura mensal,407.64
2037-03-09,transporte,Compra,99.13
2037-03-10,alimentacao,Restaurante,377.15
2037-03-11,alimentacao,Compra,63.38
2037-03-12,assinaturas,Compra,106.77
2037-03-13,assinaturas,Farmácia,254.83
2037-03-14,transporte,Taxi/Uber,141.43
2037-03-15,transporte,Taxi/Uber,23.56
2037-03-16,transporte,Farmácia,136.22
2037-03-17,lazer,Compra,407.67
2037-03-18,alimentacao,Compra,82.53
2037-03-19,transporte,Mercado,344.87
2037-03-20,alimentacao,Restaurante,326.42
2037-03-21,saude,Assinatura mensal,52.27
2037-03-22,mercado,Assinatura mensal,151.6
2037-03-23,mercado,Taxi/Uber,89.26
2037-03-24,alimentacao,Farmácia,15.3
2037-03-25,saude,Compra,82.0
2037-03-26,mercado,Restaurante,94.7
2037-03-27,mercado,Assinatura mensal,78.86
2037-03-28,mercado,Farmácia,45.54
2037-03-29,assinaturas,Farmácia,239.21
2037-03-30,saude,Compra,148.57
2037-03-31,assinaturas,Restaurante,409.17
2037-04-01,alimentacao,Farmácia,88.31
2037-04-02,alimentacao,Assinatura mensal,273.27
2037-04-03,lazer,Mercado,405.78
2037-04-04,assinaturas,Assinatura mensal,26.0
2037-04-05,alimentacao,Restaurante,234.74
2037-04-06,assinaturas,Mercado,205.55
2037-04-07,lazer,Farmácia,418.31
2037-04-08,alimentacao,Assinatura mensal,300.38
2037-04-09,alimentacao,Compra,160.38
2037-04-10,alimentacao,Restaurante,321.63
2037-04-11,alimentacao,Farmácia,264.28
2037-04-12,transporte,Compra,159.49
2037-04-13,saude,Mercado,354.44
2037-04-14,saude,Taxi/Uber,302.34
2037-04-15,assinaturas,Taxi/Uber,7.41
2037-04-16,assinaturas,Mercado,389.98
2037-04-17,assinaturas,Taxi/Uber,181.71
2037-04-18,lazer,Restaurante,292.22
2037-04-19,transporte,Farmácia,181.56
2037-04-20,assinaturas,Farmácia,397.21
2037-04-21,assinaturas,Restaurante,294.62
2037-04-22,alimentacao,Assinatura mensal,262.83
2037-04-23,alimentacao,Farmácia,441.22
2037-04-24,alimentacao,Taxi/Uber,129.89
2037-04-25,assinaturas,Restaurante,34.04
2037-04-26,alimentacao,Compra,234.62
2037-04-27,assinaturas,Assinatura mensal,193.69
2037-04-28,lazer,Compra,207.16
2037-04-29,lazer,Taxi/Uber,280.95
2037-04-30,mercado,Compra,278.73
2037-05-01,transporte,Taxi/Uber,179.56
2037-05-02,alimentacao,Farmácia,388.98
2037-05-03,saude,Assinatura mensal,294.9
2037-05-04,alimentacao,Mercado,401.01
2037-05-05,transporte,Taxi/Uber,411.35
2037-05-06,transporte,Restaurante,79.45
2037-05-07,mercado,Restaurante,307.85
2037-05-08,transporte,Farmácia,146.29
2037-05-09,assinaturas,Restaurante,377.21
2037-05-10,alimentacao,Compra,331.12
2037-05-11,transporte,Farmácia,93.44
2037-05-12,assinaturas,Restaurante,422.74
2037-05-13,transporte,Compra,309.15
2037-05-14,saude,Compra,427.14
2037-05-15,assinaturas,Compra,94.85
2037-05-16,lazer,Restaurante,392.02
2037-05-17,assinaturas,Compra,302.29
2037-05-18,mercado,Assinatura mensal,250.77
2037-05-19,assinaturas,Restaurante,370.13
2037-05-20,transporte,Compra,286.62
2037-05-21,lazer,Assinatura mensal,302.97
2037-05-22,lazer,Mercado,117.88
2037-05-23,assinaturas,Assinatura mensal,368.59
2037-05-24,transporte,Restaurante,294.38
2037-05-25,lazer,Restaurante,380.75
2037-05-26,saude,Compra,161.43
2037-05-27,assinaturas,Restaurante,152.61
2037-05-28,assinaturas,Mercado,15.64
2037-05-29,assinaturas,Farmácia,347.03
2037-05-30,lazer,Assinatura mensal,151.99
2037-05-31,alimentacao,Farmácia,150.61
2037-06-01,transporte,Mercado,311.46
2037-06-02,mercado,Assinatura mensal,117.53
2037-06-03,mercado,Compra,409.51
2037-06-04,transporte,Assinatura mensal,244.44
2037-06-05,alimentacao,Compra,436.42
2037-06-06,transporte,Taxi/Uber,39.12
2037-06-07,assinaturas,Assinatura mensal,154.89
2037-06-08,saude,Assinatura mensal,174.75
2037-06-09,transporte,Farmácia,330.04
2037-06-10,transporte,Farmácia,99.77
2037-06-11,saude,Mercado,172.03
2037-06-12,lazer,Compra,410.24
2037-06-13,mercado,Restaurante,55.98
2037-06-14,mercado,Farmácia,336.67
2037-06-15,assinaturas,Mercado,317.61
2037-06-16,saude,Compra,63.07
2037-06-17,assinaturas,Compra,311.38
2037-06-18,lazer,Compra,258.55
2037-06-19,assinaturas,Taxi/Uber,132.95
2037-06-20,saude,Compra,143.46
2037-06-21,saude,Mercado,375.68
2037-06-22,alimentacao,Compra,107.8
2037-06-23,lazer,Restaurante,233.19
2037-06-24,saude,Restaurante,308.11
2037-06-25,saude,Compra,62.81
2037-06-26,lazer,Mercado,419.9
2037-06-27,transporte,Assinatura mensal,120.98
2037-06-28,transporte,Compra,146.88
2037-06-29,alimentacao,Mercado,301.42
2037-06-30,saude,Farmácia,39.8
2037-07-01,lazer,Mercado,284.29
2037-07-02,lazer,Taxi/Uber,412.63
2037-07-03,transporte,Farmácia,115.85
2037-07-04,mercado,Restaurante,166.05
2037-07-05,mercado,Restaurante,108.39
2037-07-06,saude,Assinatura mensal,369.35
2037-07-07,transporte,Assinatura mensal,79.59
2037-07-08,saude,Mercado,159.25
2037-07-09,assinaturas,Mercado,272.45
2037-07-10,lazer,Compra,185.03
2037-07-11,saude,Compra,34.13
2037-07-12,alimentacao,Restaurante,426.74
2037-07-13,mercado,Taxi/Uber,155.37
2037-07-14,saude,Compra,203.31
2037-07-15,assinaturas,Restaurante,79.56
2037-07-16,lazer,Mercado,390.08
2037-07-17,assinaturas,Mercado,134.69
2037-07-18,saude,Compra,13.82
2037-07-19,lazer,Taxi/Uber,145.8
2037-07-20,lazer,Restaurante,442.91
2037-07-21,transporte,Mercado,70.35
2037-07-22,transporte,Restaurante,18.89
2037-07-23,alimentacao,Taxi/Uber,262.29
2037-07-24,alimentacao,Mercado,170.39
2037-07-25,assinaturas,Restaurante,358.76
2037-07-26,transporte,Taxi/Uber,330.69
2037-07-27,lazer,Taxi/Uber,87.51
2037-07-28,transporte,Taxi/Uber,256.26
2037-07-29,lazer,Compra,19.43
2037-07-30,transporte,Assinatura mensal,200.57
2037-07-31,lazer,Restaurante,322.75
2037-08-01,assinaturas,Taxi/Uber,189.66
2037-08-02,transporte,Restaurante,57.49
2037-08-03,mercado,Taxi/Uber,32.38
2037-08-04,mercado,Restaurante,384.88
2037-08-05,lazer,Mercado,401.64
2037-08-06,assinaturas,Restaurante,157.68
2037-08-07,lazer,Assinatura mensal,78.06
2037-08-08,assinaturas,Mercado,440.48
2037-08-09,alimentacao,Mercado,247.91
2037-08-10,transporte,Taxi/Uber,217.11
2037-08-11,assinaturas,Farmácia,335.02
2037-08-12,lazer,Assinatura mensal,80.15
2037-08-13,alimentacao,Mercado,263.1
2037-08-14,lazer,Farmácia,401.12
2037-08-15,mercado,Farmácia,15.27
2037-08-16,mercado,Mercado,304.46
2037-08-17,transporte,Taxi/Uber,250.38
2037-08-18,saude,Compra,428.11
2037-08-19,transporte,Mercado,120.12
2037-08-20,alimentacao,Taxi/Uber,387.21
2037-08-21,mercado,Assinatura mensal,142.5
2037-08-22,assinaturas,Taxi/Uber,196.29
2037-08-23,mercado,Farmácia,99.91
2037-08-24,saude,Assinatura mensal,389.3
2037-08-25,transporte,Assinatura mensal,91.96
2037-08-26,lazer,Compra,387.26
2037-08-27,alimentacao,Compra,207.75
2037-08-28,saude,Mercado,376.61
2037-08-29,mercado,Taxi/Uber,122.7
2037-08-30,assinaturas,Mercado,64.06
2037-08-31,saude,Compra,251.96
2037-09-01,assinaturas,Farmácia,231.7
2037-09-02,assinaturas,Compra,163.69
2037-09-03,alimentacao,Taxi/Uber,299.96
2037-09-04,assinaturas,Farmácia,47.34
2037-09-05,assinaturas,Mercado,281.79
2037-09-06,mercado,Mercado,99.23
2037-09-07,alimentacao,Compra,62.38
2037-09-08,lazer,Compra,409.78
2037-09-09,lazer,Restaurante,209.61
2037-09-10,assinaturas,Mercado,344.72
2037-09-11,saude,Mercado,44.66
2037-09-12,transporte,Assinatura mensal,30.57
2037-09-13,alimentacao,Taxi/Uber,225.21
2037-09-14,transporte,Assinatura mensal,145.42
2037-09-15,alimentacao,Assinatura mensal,7.18
2037-09-16,alimentacao,Mercado,86.57
2037-09-17,mercado,Restaurante,102.36
2037-09-18,assinaturas,Taxi/Uber,133.39
2037-09-19,mercado,Mercado,395.5
2037-09-20,saude,Assinatura mensal,192.17
2037-09-21,transporte,Assinatura mensal,307.35
2037-09-22,transporte,Mercado,13.19
2037-09-23,lazer,Compra,367.2
2037-09-24,saude,Compra,111.95
2037-09-25,saude,Mercado,142.52
2037-09-26,mercado,Farmácia,25.14
2037-09-27,mercado,Farmácia,187.31
2037-09-28,saude,Compra,384.4
2037-09-29,mercado,Taxi/Uber,173.54
2037-09-30,lazer,Restaurante,409.33
2037-10-01,mercado,Assinatura mensal,391.01
2037-10-02,mercado,Taxi/Uber,32.57
2037-10-03,saude,Compra,140.85
2037-10-04,saude,Mercado,410.14
2037-10-05,mercado,Farmácia,18.26
2037-10-06,mercado,Compra,345.78
2037-10-07,saude,Taxi/Uber,408.36
2037-10-08,transporte,Taxi/Uber,347.87
2037-10-09,assinaturas,Restaurante,336.0
2037-10-10,transporte,Compra,380.29
2037-10-11,mercado,Assinatura mensal,301.28
2037-10-12,alimentacao,Taxi/Uber,193.28
2037-10-13,alimentacao,Assinatura mensal,32.93
2037-10-14,lazer,Assinatura mensal,355.65
2037-10-15,transporte,Mercado,407.84
2037-10-16,saude,Compra,232.66
2037-10-17,lazer,Compra,241.97
2037-10-18,lazer,Assinatura mensal,184.46
2037-10-19,alimentacao,Mercado,386.31
2037-10-20,transporte,Taxi/Uber,11.59
2037-10-21,assinaturas,Taxi/Uber,282.92
2037-10-22,saude,Compra,408.8
2037-10-23,transporte,Assinatura mensal,50.93
2037-10-24,lazer,Mercado,431.83
2037-10-25,mercado,Mercado,435.62
2037-10-26,lazer,Taxi/Uber,418.76
2037-10-27,transporte,Taxi/Uber,210.83
2037-10-28,alimentacao,Farmácia,175.42
2037-10-29,transporte,Farmácia,319.15
2037-10-30,assinaturas,Assinatura mensal,146.82
2037-10-31,saude,Farmácia,35.41
2037-11-01,saude,Mercado,406.13
2037-11-02,mercado,Farmácia,287.51
2037-11-03,mercado,Compra,97.18
2037-11-04,lazer,Compra,13.19
2037-11-05,transporte,Restaurante,326.96
2037-11-06,saude,Taxi/Uber,384.5
2037-11-07,alimentacao,Taxi/Uber,185.51
2037-11-08,assinaturas,Assinatura mensal,41.0
2037-11-09,lazer,Compra,293.64
2037-11-10,transporte,Restaurante,137.13
2037-11-11,alimentacao,Assinatura mensal,69.06
2037-11-12,transporte,Assinatura mensal,232.13
2037-11-13,alimentacao,Farmácia,219.42
2037-11-14,transporte,Taxi/Uber,234.96
2037-11-15,transporte,Assinatura mensal,371.65
2037-11-16,saude,Assinatura mensal,220.62
2037-11-17,lazer,Taxi/Uber,405.74
2037-11-18,transporte,Taxi/Uber,379.61
2037-11-19,transporte,Compra,294.75
2037-11-20,lazer,Taxi/Uber,30.3
2037-11-21,lazer,Farmácia,389.9
2037-11-22,mercado,Compra,407.98
2037-11-23,mercado,Restaurante,171.9
2037-11-24,saude,Assinatura mensal,239.14
2037-11-25,lazer,Farmácia,130.05
2037-11-26,assinaturas,Farmácia,11.55
2037-11-27,saude,Compra,218.36
2037-11-28,alimentacao,Assinatura mensal,62.56
2037-11-29,lazer,Compra,86.58
2037-11-30,mercado,Mercado,218.92
2037-12-01,transporte,Mercado,390.83
2037-12-02,lazer,Compra,380.86
2037-12-03,lazer,Assinatura mensal,434.46
2037-12-04,mercado,Assinatura mensal,219.79
2037-12-05,mercado,Taxi/Uber,250.64
2037-12-06,assinaturas,Farmácia,370.84
2037-12-07,saude,Compra,316.35
2037-12-08,mercado,Farmácia,86.36
2037-12-09,mercado,Farmácia,182.19
2037-12-10,mercado,Mercado,418.48
2037-12-11,saude,Mercado,70.03
2037-12-12,transporte,Restaurante,98.16
2037-12-13,lazer,Compra,183.29
2037-12-14,lazer,Restaurante,423.24
2037-12-15,mercado,Compra,55.65
2037-12-16,saude,Assinatura mensal,304.46
2037-12-17,assinaturas,Compra,63.79
2037-12-18,mercado,Assinatura mensal,238.4
2037-12-19,saude,Assinatura mensal,243.77
2037-12-20,saude,Compra,23.97
2037-12-21,assinaturas,Assinatura mensal,429.58
2037-12-22,saude,Farmácia,363.95
2037-12-23,lazer,Assinatura mensal,139.77
2037-12-24,assinaturas,Farmácia,63.13
2037-12-25,assinaturas,Farmácia,158.8
2037-12-26,alimentacao,Farmácia,402.95
2037-12-27,assinaturas,Taxi/Uber,64.04
2037-12-28,assinaturas,Restaurante,160.45
2037-12-29,transporte,Taxi/Uber,224.97
2037-12-30,lazer,Assinatura mensal,19.63
2037-12-31,mercado,Restaurante,124.28
2038-01-01,alimentacao,Restaurante,270.06
2038-01-02,assinaturas,Restaurante,149.16
2038-01-03,transporte,Compra,392.38
2038-01-04,transporte,Assinatura mensal,421.86
2038-01-05,saude,Taxi/Uber,201.49
2038-01-06,mercado,Restaurante,241.75
2038-01-07,mercado,Restaurante,285.71
2038-01-08,lazer,Mercado,300.72
2038-01-09,saude,Restaurante,33.15
2038-01-10,assinaturas,Restaurante,28.89
2038-01-11,transporte,Mercado,390.19
2038-01-12,alimentacao,Assinatura mensal,102.84
2038-01-13,lazer,Taxi/Uber,264.93
2038-01-14,assinaturas,Farmácia,282.98
2038-01-15,saude,Taxi/Uber,78.19
2038-01-16,mercado,Assinatura mensal,343.91
2038-01-17,saude,Taxi/Uber,390.35
2038-01-18,assinaturas,Mercado,131.99
2038-01-19,saude,Restaurante,395.64
2038-01-20,mercado,Restaurante,41.06
2038-01-21,assinaturas,Farmácia,361.21
2038-01-22,alimentacao,Assinatura mensal,289.85
2038-01-23,lazer,Restaurante,264.48
2038-01-24,saude,Assinatura mensal,107.41
2038-01-25,mercado,Compra,166.02
2038-01-26,alimentacao,Farmácia,410.09
2038-01-27,transporte,Assinatura mensal,212.25
2038-01-28,alimentacao,Taxi/Uber,269.5
2038-01-29,alimentacao,Taxi/Uber,421.45
2038-01-30,alimentacao,Taxi/Uber,212.59
2038-01-31,mercado,Taxi/Uber,177.78
2038-02-01,transporte,Assinatura mensal,402.47
2038-02-02,lazer,Mercado,410.35
2038-02-03,alimentacao,Farmácia,162.81
2038-02-04,mercado,Taxi/Uber,268.44
2038-02-05,mercado,Assinatura mensal,433.86
2038-02-06,lazer,Restaurante,29.68
2038-02-07,assinaturas,Restaurante,22.71
2038-02-08,transporte,Assinatura mensal,234.88
2038-02-09,transporte,Taxi/Uber,134.6
2038-02-10,saude,Compra,263.92
2038-02-11,alimentacao,Assinatura mensal,327.31
2038-02-12,assinaturas,Farmácia,35.74
2038-02-13,transporte,Farmácia,397.65
2038-02-14,saude,Compra,128.21
2038-02-15,alimentacao,Restaurante,174.7
2038-02-16,assinaturas,Restaurante,154.98
2038-02-17,mercado,Assinatura mensal,378.73
2038-02-18,alimentacao,Compra,80.94
2038-02-19,assinaturas,Assinatura mensal,17.76
2038-02-20,lazer,Assinatura mensal,437.45
2038-02-21,transporte,Compra,441.38
2038-02-22,alimentacao,Restaurante,119.67
2038-02-23,saude,Mercado,9.16
2038-02-24,mercado,Taxi/Uber,292.43
2038-02-25,saude,Taxi/Uber,293.57
2038-02-26,alimentacao,Taxi/Uber,423.46
2038-02-27,transporte,Compra,137.82
2038-02-28,transporte,Assinatura mensal,89.33
2038-03-01,assinaturas,Assinatura mensal,279.29
2038-03-02,saude,Farmácia,255.83
2038-03-03,saude,Assinatura mensal,324.39
2038-03-04,mercado,Restaurante,398.88
2038-03-05,assinaturas,Mercado,254.09
2038-03-06,mercado,Taxi/Uber,71.78
2038-03-07,alimentacao,Restaurante,271.17
2038-03-08,alimentacao,Restaurante,171.48
2038-03-09,saude,Mercado,206.47
2038-03-10,assinaturas,Taxi/Uber,431.97
2038-03-11,lazer,Compra,251.95
2038-03-12,transporte,Mercado,71.59
2038-03-13,assinaturas,Restaurante,202.21
2038-03-14,assinaturas,Assinatura mensal,106.65
2038-03-15,alimentacao,Taxi/Uber,65.29
2038-03-16,transporte,Farmácia,321.94
2038-03-17,assinaturas,Mercado,284.71
2038-03-18,alimentacao,Restaurante,226.52
2038-03-19,alimentacao,Compra,193.34
2038-03-20,saude,Restaurante,148.39
2038-03-21,saude,Farmácia,44.16
2038-03-22,assinaturas,Compra,138.17
2038-03-23,assinaturas,Taxi/Uber,378.09
2038-03-24,alimentacao,Mercado,353.74
2038-03-25,saude,Compra,437.68
2038-03-26,assinaturas,Farmácia,296.95
2038-03-27,transporte,Restaurante,251.37
2038-03-28,alimentacao,Farmácia,136.74
2038-03-29,alimentacao,Assinatura mensal,39.2
2038-03-30,assinaturas,Compra,280.02
2038-03-31,assinaturas,Mercado,222.23
2038-04-01,assinaturas,Mercado,342.79
2038-04-02,transporte,Restaurante,188.28
2038-04-03,alimentacao,Restaurante,443.57
2038-04-04,lazer,Restaurante,181.94
2038-04-05,transporte,Assinatura mensal,153.22
2038-04-06,transporte,Farmácia,392.59
2038-04-07,saude,Restaurante,181.0
2038-04-08,alimentacao,Compra,392.55
2038-04-09,lazer,Restaurante,17.17
2038-04-10,alimentacao,Farmácia,313.2
2038-04-11,transporte,Compra,36.97
2038-04-12,assinaturas,Compra,70.96
2038-04-13,alimentacao,Compra,316.53
2038-04-14,alimentacao,Farmácia,133.93
2038-04-15,assinaturas,Restaurante,98.64
2038-04-16,lazer,Farmácia,361.68
2038-04-17,lazer,Farmácia,426.08
2038-04-18,alimentacao,Taxi/Uber,108.41
2038-04-19,assinaturas,Farmácia,146.15
2038-04-20,saude,Assinatura mensal,322.76
2038-04-21,alimentacao,Taxi/Uber,367.81
2038-04-22,assinaturas,Compra,449.63
2038-04-23,transporte,Restaurante,126.65
2038-04-24,saude,Mercado,252.7
2038-04-25,assinaturas,Restaurante,64.64
2038-04-26,alimentacao,Taxi/Uber,152.22
2038-04-27,mercado,Taxi/Uber,25.01
2038-04-28,lazer,Compra,98.82
2038-04-29,alimentacao,Farmácia,230.41
2038-04-30,assinaturas,Farmácia,77.87
2038-05-01,saude,Taxi/Uber,400.78
2038-05-02,saude,Farmácia,321.09
2038-05-03,assinaturas,Taxi/Uber,17.34
2038-05-04,lazer,Restaurante,395.13
2038-05-05,alimentacao,Mercado,439.91
2038-05-06,saude,Restaurante,228.33
2038-05-07,saude,Mercado,145.0
2038-05-08,mercado,Compra,122.24
2038-05-09,transporte,Assinatura mensal,43.9
2038-05-10,mercado,Assinatura mensal,223.77
2038-05-11,transporte,Restaurante,27.31
2038-05-12,saude,Farmácia,229.21
2038-05-13,transporte,Assinatura mensal,117.38
2038-05-14,alimentacao,Mercado,217.01
2038-05-15,saude,Compra,191.18
2038-05-16,saude,Mercado,140.78
2038-05-17,transporte,Taxi/Uber,204.64
2038-05-18,assinaturas,Farmácia,215.95
2038-05-19,transporte,Farmácia,375.99
2038-05-20,transporte,Assinatura mensal,301.27
2038-05-21,lazer,Taxi/Uber,197.75
2038-05-22,lazer,Assinatura mensal,407.83
2038-05-23,alimentacao,Assinatura mensal,341.3
2038-05-24,alimentacao,Assinatura mensal,38.69
2038-05-25,assinaturas,Taxi/Uber,73.42
2038-05-26,lazer,Assinatura mensal,41.34
2038-05-27,mercado,Farmácia,146.89
2038-05-28,alimentacao,Assinatura mensal,198.86
2038-05-29,alimentacao,Taxi/Uber,229.39
2038-05-30,lazer,Taxi/Uber,383.88
2038-05-31,lazer,Mercado,12.99
2038-06-01,assinaturas,Assinatura mensal,195.59
2038-06-02,lazer,Taxi/Uber,187.89
2038-06-03,transporte,Restaurante,426.63
2038-06-04,saude,Assinatura mensal,112.26
2038-06-05,mercado,Compra,59.47
2038-06-06,saude,Farmácia,68.31
2038-06-07,transporte,Farmácia,236.46
2038-06-08,transporte,Restaurante,178.95
2038-06-09,saude,Assinatura mensal,340.59
2038-06-10,transporte,Farmácia,148.82
2038-06-11,alimentacao,Farmácia,61.94
2038-06-12,saude,Compra,177.16
2038-06-13,transporte,Farmácia,397.95
2038-06-14,alimentacao,Farmácia,185.46
2038-06-15,lazer,Taxi/Uber,375.96
2038-06-16,mercado,Farmácia,170.33
2038-06-17,mercado,Assinatura mensal,130.22
2038-06-18,transporte,Farmácia,349.81
2038-06-19,mercado,Assinatura mensal,98.11
2038-06-20,alimentacao,Farmácia,108.16
2038-06-21,lazer,Assinatura mensal,27.17
2038-06-22,transporte,Farmácia,88.59
2038-06-23,assinaturas,Restaurante,173.57
2038-06-24,saude,Assinatura mensal,182.81
2038-06-25,mercado,Farmácia,192.18
2038-06-26,mercado,Compra,218.46
2038-06-27,transporte,Taxi/Uber,259.5
2038-06-28,saude,Taxi/Uber,89.3
2038-06-29,saude,Taxi/Uber,278.21
2038-06-30,mercado,Taxi/Uber,154.77
2038-07-01,mercado,Compra,331.63
2038-07-02,assinaturas,Restaurante,252.96
2038-07-03,saude,Restaurante,251.65
2038-07-04,alimentacao,Compra,310.04
2038-07-05,transporte,Farmácia,153.19
2038-07-06,transporte,Compra,196.01
2038-07-07,assinaturas,Taxi/Uber,264.39
2038-07-08,assinaturas,Restaurante,192.59
2038-07-09,alimentacao,Mercado,202.69
2038-07-10,lazer,Farmácia,126.26
2038-07-11,transporte,Assinatura mensal,132.89
2038-07-12,saude,Restaurante,316.04
2038-07-13,mercado,Taxi/Uber,6.91
2038-07-14,alimentacao,Restaurante,47.4
2038-07-15,transporte,Taxi/Uber,427.22
2038-07-16,saude,Taxi/Uber,88.22
2038-07-17,alimentacao,Restaurante,191.06
2038-07-18,lazer,Restaurante,383.11
2038-07-19,saude,Restaurante,5.05
2038-07-20,transporte,Compra,416.7
2038-07-21,mercado,Restaurante,28.8
2038-07-22,saude,Assinatura mensal,81.04
2038-07-23,transporte,Farmácia,17.95
2038-07-24,alimentacao,Taxi/Uber,236.19
2038-07-25,lazer,Restaurante,424.68
2038-07-26,saude,Assinatura mensal,378.37
2038-07-27,alimentacao,Mercado,289.69
2038-07-28,alimentacao,Restaurante,87.54
2038-07-29,assinaturas,Compra,391.97
2038-07-30,alimentacao,Taxi/Uber,340.88
2038-07-31,saude,Assinatura mensal,123.75
2038-08-01,lazer,Restaurante,363.26
2038-08-02,mercado,Assinatura mensal,395.33
2038-08-03,assinaturas,Taxi/Uber,315.71
2038-08-04,alimentacao,Assinatura mensal,49.67
2038-08-05,saude,Assinatura mensal,442.99
2038-08-06,transporte,Restaurante,38.82
2038-08-07,assinaturas,Restaurante,296.24
2038-08-08,lazer,Farmácia,54.18
2038-08-09,transporte,Compra,407.91
2038-08-10,lazer,Farmácia,160.74
2038-08-11,transporte,Compra,232.62
2038-08-12,mercado,Compra,84.55
